20151203;15:44;040;005;p04
20151203;15:51;121;012;p99
20151203;15:58;105;002;p18
20151203;16:04;054;001;p18
20151203;16:13;009;001;p99
20151203;16:20;063;001;p04
20151203;16:27;034;008;p04
20151203;16:36;133;010;p99
20151203;16:36;096;001;p08
20151203;16:38;133;037;p12
20151203;16:38;033;001;p24
20151203;16:39;003;001;p24
20151203;16:47;101;021;p04
20151203;16:57;068;001;p18
20151203;17:04;063;005;p18
20151203;17:13;101;020;p99
20151203;17:22;044;021;p08
20151203;17:29;036;002;p02
20151203;17:36;045;021;p04
20151203;17:44;022;016;p04
20151203;17:52;071;001;p99
20151203;17:56;053;001;p02
20151203;17:56;121;001;p24
20151203;18:03;080;007;p99
20151203;18:13;074;001;p24
20151203;18:17;122;002;p04
20151203;18:22;103;013;p08
20151203;18:31;114;002;p08
20151203;18:40;003;001;p12
20151203;18:46;028;001;p24
20151203;18:49;011;014;p02
20151203;18:49;065;001;p99
20151203;18:50;116;001;p24
20151203;18:53;093;002;p08
20151203;19:00;030;002;p18
20151203;19:08;011;014;p12
20151203;19:08;053;001;p12
20151203;19:09;122;017;p08
20151203;19:13;114;020;p24
20151203;19:20;104;003;p24
20151203;19:21;124;001;p12
20151203;19:28;119;002;p24
20151203;19:28;051;004;p12
20151203;19:30;025;019;p24
20151203;19:35;087;001;p24
20151203;19:38;076;011;p18
20151203;19:42;074;001;p99
20151203;19:48;062;002;p04
20151203;19:51;079;011;p18
20151203;20:01;090;001;p24
20151203;20:08;062;001;p18
20151203;20:08;083;039;p02
20151203;20:12;098;017;p02
20151203;20:20;050;001;p08
20151203;20:21;061;001;p18
20151203;20:31;086;001;p02
20151203;20:37;109;002;p08
20151203;20:46;016;003;p99
20151203;20:56;050;005;p04
20151203;20:58;125;021;p24
20151203;21:01;014;008;p24
20151203;21:03;034;002;p12
20151203;21:04;001;001;p04
20151203;21:09;011;002;p12
20151203;21:14;059;019;p12
20151203;21:21;063;021;p12
20151203;21:23;030;013;p12
20151203;21:28;104;010;p08
20151203;21:34;025;002;p18
20151203;21:36;007;002;p24
20151203;21:40;083;002;p99
20151203;21:45;128;001;p08
20151203;21:54;078;001;p08
20151203;22:01;001;001;p08
20151203;22:08;031;001;p99
20151203;22:14;054;002;p99
20151203;22:16;052;015;p24
20151203;22:25;114;001;p24
20151203;22:28;033;001;p24
20151203;22:37;058;001;p99
20151203;22:45;104;007;p02
20151203;22:52;102;003;p18
20151203;22:56;058;001;p02
20151203;23:00;109;004;p04
20151203;23:06;089;002;p04
20151203;23:06;022;017;p18
20151203;23:09;052;014;p99
20151203;23:17;085;001;p12
20151203;23:22;084;002;p24
20151203;23:28;120;004;p02
20151203;23:29;077;021;p04
20151203;23:30;026;002;p99
20151203;23:34;080;011;p12
20151203;23:36;004;002;p12
20151203;23:40;062;001;p99
20151203;23:48;132;002;p99
20151203;23:52;108;008;p18
